"","Class","Species","Activity","LogM","LogMR","Ta","MR","M","Applied.stress","No","Dataset","Respiration","Habitat","Habitat2","Respiration2","Individual","bmkleur","Tkleur"
"878","fish","Lipophrys pholis","RMR",-0.568636235841013,-1.09006974024717,16,0.0812699999999999,0.27,"non.restbase",856,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.27",1,2
"879","fish","Lipophrys pholis","RMR",-0.568636235841013,-0.9935639101272,16,0.101493,0.27,"non.restbase",857,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.27",1,2
"880","fish","Lipophrys pholis","RMR",-0.552841968657781,-1.07427547306394,16,0.0842799999999995,0.28,"non.restbase",858,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.28",1,2
"881","fish","Lipophrys pholis","RMR",-0.455931955649724,-1.02424661096371,16,0.0945700000000005,0.35,"non.restbase",859,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.35",1,2
"882","fish","Lipophrys pholis","RMR",-0.42021640338319,-1.13578566953867,16,0.07315,0.38,"non.restbase",860,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.38",1,2
"883","fish","Lipophrys pholis","RMR",-0.42021640338319,-1.11122537438303,16,0.0774059999999992,0.38,"non.restbase",861,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.38",1,2
"884","fish","Lipophrys pholis","RMR",-0.387216143280265,-1.03023474228713,16,0.0932750000000007,0.41,"non.restbase",862,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.41",1,2
"885","fish","Lipophrys pholis","RMR",-0.229147988357856,-0.753622073318575,16,0.176351,0.59,"non.restbase",863,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.59",1,2
"886","fish","Lipophrys pholis","RMR",-0.200659450546418,-0.677043031492048,16,0.210357,0.63,"non.restbase",864,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.63",1,2
"887","fish","Lipophrys pholis","RMR",-0.180456064458131,-0.826155502112772,16,0.149226,0.66,"non.restbase",865,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.66",1,2
"888","fish","Lipophrys pholis","RMR",-0.180456064458131,-0.753294661532166,16,0.176484,0.66,"non.restbase",866,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.66",1,2
"889","fish","Lipophrys pholis","RMR",-0.180456064458131,-0.632927487998349,16,0.232848,0.66,"non.restbase",867,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.66",1,2
"890","fish","Lipophrys pholis","RMR",-0.154901959985743,-0.680394320868767,16,0.20874,0.7,"non.restbase",868,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.7",1,2
"891","fish","Lipophrys pholis","RMR",-0.136677139879544,-0.953122606260682,16,0.111398,0.73,"non.restbase",869,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.73",1,2
"892","fish","Lipophrys pholis","RMR",-0.10790539730952,-0.778507517948477,16,0.16653,0.779999999999999,"non.restbase",870,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.78",1,2
"893","fish","Lipophrys pholis","RMR",-0.102372908709559,-0.821112221654546,16,0.150969,0.789999999999999,"non.restbase",871,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.79",1,2
"894","fish","Lipophrys pholis","RMR",-0.0861861476162833,-0.855481834003714,16,0.139482,0.82,"non.restbase",872,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.82",1,2
"895","fish","Lipophrys pholis","RMR",-0.0315170514460649,-0.702119172085022,16,0.198555,0.93,"non.restbase",873,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.93",1,2
"896","fish","Lipophrys pholis","RMR",-0.0315170514460649,-0.630116510664521,16,0.23436,0.93,"non.restbase",874,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.93",1,2
"897","fish","Lipophrys pholis","RMR",-0.00877392430750515,-0.80384040195336,16,0.157094,0.98,"non.restbase",875,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 0.98",1,2
"898","fish","Lipophrys pholis","RMR",0.139879086401236,-0.316052869248488,16,0.483,1.38,"non.restbase",876,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.38",1,2
"899","fish","Lipophrys pholis","RMR",0.187520720836463,-0.755193634745322,16,0.175714,1.54,"non.restbase",877,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.54",1,2
"900","fish","Lipophrys pholis","RMR",0.190331698170291,-0.459420283495546,16,0.3472,1.55,"non.restbase",878,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.55",1,2
"901","fish","Lipophrys pholis","RMR",0.190331698170291,-0.314262738683515,16,0.484995,1.55,"non.restbase",879,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.55",1,2
"902","fish","Lipophrys pholis","RMR",0.190331698170291,-0.121337483717442,16,0.756245000000001,1.55,"non.restbase",880,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.55",1,2
"903","fish","Lipophrys pholis","RMR",0.193124598354462,-0.385436011425489,16,0.411684,1.56,"non.restbase",881,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.56",1,2
"904","fish","Lipophrys pholis","RMR",0.212187604403958,-0.630960494526031,16,0.233905,1.63,"non.restbase",882,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.63",1,2
"905","fish","Lipophrys pholis","RMR",0.212187604403958,-0.560697313006917,16,0.274981,1.63,"non.restbase",883,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.63",1,2
"906","fish","Lipophrys pholis","RMR",0.212187604403958,-0.53617417514783,16,0.290955,1.63,"non.restbase",884,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.63",1,2
"907","fish","Lipophrys pholis","RMR",0.238046103128795,-0.609359818943735,16,0.245833,1.73,"non.restbase",885,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.73",1,2
"908","fish","Lipophrys pholis","RMR",0.238046103128795,-0.435413228354643,16,0.366933,1.73,"non.restbase",886,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 1.73",1,2
"909","fish","Lipophrys pholis","RMR",0.383815365980431,-0.314720560876269,16,0.484484,2.42,"non.restbase",887,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 2.42",1,2
"910","fish","Lipophrys pholis","RMR",0.432969290874406,-0.339915626536469,16,0.457177,2.71,"non.restbase",888,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 2.71",1,2
"911","fish","Lipophrys pholis","RMR",0.453318340047038,-0.3691451600231,16,0.42742,2.84,"non.restbase",889,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 2.84",1,2
"912","fish","Lipophrys pholis","RMR",0.453318340047038,-0.334227698912686,16,0.463204000000001,2.84,"non.restbase",890,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 2.84",1,2
"913","fish","Lipophrys pholis","RMR",0.481442628502305,-0.339005580332507,16,0.458136,3.03,"non.restbase",891,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 3.03",1,2
"914","fish","Lipophrys pholis","RMR",0.481442628502305,-0.315524484482984,16,0.483588,3.03,"non.restbase",892,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 3.03",1,2
"915","fish","Lipophrys pholis","RMR",0.48572142648158,-0.413908028400857,16,0.38556,3.06,"non.restbase",893,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 3.06",1,2
"916","fish","Lipophrys pholis","RMR",0.488550716500444,-0.213032903438261,16,0.612304,3.08,"non.restbase",894,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 3.08",1,2
"917","fish","Lipophrys pholis","RMR",0.523746466811565,-0.108711259667859,16,0.778554,3.34,"non.restbase",895,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 3.34",1,2
"918","fish","Lipophrys pholis","RMR",0.593286067020457,-0.247748672596133,16,0.565263999999999,3.92,"non.restbase",896,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 3.92",1,2
"919","fish","Lipophrys pholis","RMR",0.628388930050311,-0.073194689888394,16,0.8449,4.25,"non.restbase",897,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 4.25",1,2
"920","fish","Lipophrys pholis","RMR",0.652246341003323,-0.122444377270814,16,0.75432,4.49,"non.restbase",898,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 4.49",1,2
"921","fish","Lipophrys pholis","RMR",0.65991620006985,-0.339649722450831,16,0.457457,4.57,"non.restbase",899,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 4.57",1,2
"922","fish","Lipophrys pholis","RMR",0.676693609624867,-0.122182493167754,16,0.754775,4.75000000000001,"non.restbase",900,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 4.75",1,2
"923","fish","Lipophrys pholis","RMR",0.676693609624867,-0.0733746337409385,16,0.84455,4.75000000000001,"non.restbase",901,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 4.75",1,2
"924","fish","Lipophrys pholis","RMR",0.709269960975831,-0.241512016353988,16,0.57344,5.12,"non.restbase",902,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 5.12",1,2
"925","fish","Lipophrys pholis","RMR",0.725094521081469,0.0458637494201555,16,1.111383,5.31,"non.restbase",903,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 5.31",1,2
"926","fish","Lipophrys pholis","RMR",0.749736315569061,-0.145094256431607,16,0.715988000000001,5.62,"non.restbase",904,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 5.62",1,2
"927","fish","Lipophrys pholis","RMR",0.758911892397974,-0.292186346631813,16,0.510286,5.74000000000001,"non.restbase",905,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 5.74",1,2
"928","fish","Lipophrys pholis","RMR",0.76715586608218,-0.00572905132869435,16,0.986895,5.84999999999999,"non.restbase",906,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 5.85",1,2
"929","fish","Lipophrys pholis","RMR",0.77451696572855,-0.240505907855957,16,0.57477,5.95000000000001,"non.restbase",907,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 5.95",1,2
"930","fish","Lipophrys pholis","RMR",0.77451696572855,-0.000173752545587563,16,0.9996,5.95000000000001,"non.restbase",908,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 5.95",1,2
"931","fish","Lipophrys pholis","RMR",0.783903579272735,-0.314093529376536,16,0.485184,6.08,"non.restbase",909,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.08",1,2
"932","fish","Lipophrys pholis","RMR",0.798650645445269,-0.146736299997843,16,0.713286000000001,6.29,"non.restbase",910,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.29",1,2
"933","fish","Lipophrys pholis","RMR",0.798650645445269,-0.0985727396712898,16,0.796943,6.29,"non.restbase",911,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.29",1,2
"934","fish","Lipophrys pholis","RMR",0.798650645445269,-0.0729500858369246,16,0.845376,6.29,"non.restbase",912,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.29",1,2
"935","fish","Lipophrys pholis","RMR",0.798650645445269,-0.0258375411912834,16,0.942242,6.29,"non.restbase",913,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.29",1,2
"936","fish","Lipophrys pholis","RMR",0.798650645445269,0.0221465864076634,16,1.052317,6.29,"non.restbase",914,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.29",1,2
"937","fish","Lipophrys pholis","RMR",0.81888541459401,-0.00560277204254247,16,0.987182,6.59,"non.restbase",915,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.59",1,2
"938","fish","Lipophrys pholis","RMR",0.822821645303105,0.167606767935765,16,1.47098,6.65000000000001,"non.restbase",916,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.65",1,2
"939","fish","Lipophrys pholis","RMR",0.836324115706752,0.0980626630592895,16,1.253322,6.86000000000001,"non.restbase",917,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 6.86",1,2
"940","fish","Lipophrys pholis","RMR",0.858537197569639,-0.192561041460147,16,0.641858,7.22,"non.restbase",918,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 7.22",1,2
"941","fish","Lipophrys pholis","RMR",0.858537197569639,-0.120273503360423,16,0.7581,7.22,"non.restbase",919,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 7.22",1,2
"942","fish","Lipophrys pholis","RMR",0.871572935545879,-0.11014275602759,16,0.775992000000001,7.44,"non.restbase",920,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 7.44",1,2
"943","fish","Lipophrys pholis","RMR",0.88309335857569,-0.168004880454096,16,0.679196000000001,7.64,"non.restbase",921,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 7.64",1,2
"944","fish","Lipophrys pholis","RMR",0.88309335857569,-0.095717342354372,16,0.8022,7.64,"non.restbase",922,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 7.64",1,2
"945","fish","Lipophrys pholis","RMR",0.895974732359065,0.0951812115207223,16,1.245034,7.87000000000001,"non.restbase",923,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 7.87",1,2
"946","fish","Lipophrys pholis","RMR",0.903089986991944,-0.0757207139381184,29,0.84,8.00000000000001,"non.restbase",924,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 8",1,3
"947","fish","Lipophrys pholis","RMR",0.920123326290724,-0.00178252330286539,16,0.995904,8.32,"non.restbase",925,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 8.32",1,2
"948","fish","Lipophrys pholis","RMR",0.968949680981343,0.0470438313877533,16,1.114407,9.31000000000001,"non.restbase",926,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 9.31",1,2
"949","fish","Lipophrys pholis","RMR",0.982271233039568,-0.0455259285813671,16,0.90048,9.59999999999999,"non.restbase",927,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 9.6",1,2
"950","fish","Lipophrys pholis","RMR",1.0899051114394,0.141829027485504,16,1.38621,12.3000000000001,"non.restbase",928,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 12.3",2,2
"951","fish","Lipophrys pholis","RMR",1.11394335230684,0.117403884416343,16,1.3104,13.0000000000001,"non.restbase",929,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 13",2,2
"952","fish","Lipophrys pholis","RMR",1.11394335230684,0.165867268352943,16,1.4651,13.0000000000001,"non.restbase",930,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 13",2,2
"953","fish","Lipophrys pholis","RMR",1.15533603746506,-0.0218423172318336,16,0.95095,14.2999999999999,"non.restbase",931,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 14.3",2,2
"954","fish","Lipophrys pholis","RMR",1.22010808804006,0.305755376336912,16,2.02188,16.6000000000002,"non.restbase",932,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 16.6",2,2
"955","fish","Lipophrys pholis","RMR",1.2718416065365,0.253660213707163,16,1.79333,18.7,"non.restbase",933,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 18.7",2,2
"956","fish","Lipophrys pholis","RMR",1.2718416065365,0.304460367387219,16,2.01586,18.7,"non.restbase",934,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 18.7",2,2
"957","fish","Lipophrys pholis","RMR",1.30535136944662,0.104691918900205,16,1.2726,20.1999999999998,"non.restbase",935,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 20.2",2,2
"958","fish","Lipophrys pholis","RMR",1.3096301674259,0.288267115810373,16,1.94208,20.4000000000001,"non.restbase",936,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 20.4",2,2
"959","fish","Lipophrys pholis","RMR",1.33445375115093,0.313090699535405,16,2.05632,21.6,"non.restbase",937,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 21.6",2,2
"960","fish","Lipophrys pholis","RMR",1.3541084391474,0.199206479161658,16,1.582,22.6,"non.restbase",938,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 22.6",2,2
"961","fish","Lipophrys pholis","RMR",1.35793484700045,0.285818257331161,16,1.93116,22.7999999999998,"non.restbase",939,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Lipophrys pholis 22.8",2,2
"962","fish","Macrognathus aculeatus","RMR",0.698970004336019,-0.395234115296113,21,0.4025,5,"non.restbase",940,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 5",1,3
"963","fish","Macrognathus aculeatus","RMR",0.778151250383644,-0.148864004988426,30,0.7098,6,"non.restbase",941,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 6",1,3
"964","fish","Macrognathus aculeatus","RMR",1.04139268515823,-0.164119268182605,21,0.685300000000001,11.0000000000001,"non.restbase",942,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 11",2,3
"965","fish","Macrognathus aculeatus","RMR",1.10991586302379,0.0788655440051359,30,1.199128,12.8799999999999,"non.restbase",943,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 12.88",2,3
"966","fish","Macrognathus aculeatus","RMR",1.37106786227174,0.160648574436162,21,1.4476,23.5000000000002,"non.restbase",944,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 23.5",2,3
"967","fish","Macrognathus aculeatus","RMR",1.41780372263988,0.315980206137558,30,2.070047,26.1699999999999,"non.restbase",945,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 26.17",2,3
"968","fish","Macrognathus aculeatus","RMR",1.54406804435028,0.422589839851482,30,2.646,35.0000000000003,"non.restbase",946,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 35",2,3
"969","fish","Macrognathus aculeatus","RMR",1.56820172406699,0.245808676787488,21,1.7612,36.9999999999996,"non.restbase",947,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 37",2,3
"970","fish","Macrognathus aculeatus","RMR",1.62838893005031,0.455758203104137,30,2.856,42.4999999999999,"non.restbase",948,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Macrognathus aculeatus 42.5",2,3
